,SiteID,CommonName,Year,GrowthRate,ResStatus,WinterStage,HostCategory,Hostplant_Specialism_Score,Voltinism,WingSize_meanFemale,Wetland,Disturbed
43525,71,Red-spotted Purple,2011,-0.9080247729871636,2.0,2.0,3.0,4.0,3,4.4,0,0
43526,71,Red-spotted Purple,2012,4.122254559899484,2.0,2.0,3.0,4.0,3,4.4,0,0
43527,71,Red-spotted Purple,2013,1.1509592651184364,2.0,2.0,3.0,4.0,3,4.4,0,0
43520,71,Red-spotted Purple,2006,-0.5941134669400319,2.0,2.0,3.0,4.0,3,4.4,0,0
43519,71,Red-spotted Purple,2005,1.0896289907109646,2.0,2.0,3.0,4.0,3,4.4,0,0
43518,71,Red-spotted Purple,2004,2.7904161320168215,2.0,2.0,3.0,4.0,3,4.4,0,0
43517,71,Red-spotted Purple,2003,0.10619912968690648,2.0,2.0,3.0,4.0,3,4.4,0,0
49135,71,Tawny-edged Skipper,2003,0.36706664328439054,2.0,3.0,2.0,2.0,2,1.4,0,1
3672,71,Azures,2013,4.201200611741674,2.0,3.0,3.0,4.0,3,1.42,0,1
29409,71,Little Wood Satyr,2003,0.4470263969158439,2.0,2.0,2.0,3.0,1,2.1,0,0
4790,71,Banded Hairstreak,2009,-0.831656459778426,2.0,1.0,3.0,4.0,1,1.5,0,0
29410,71,Little Wood Satyr,2004,-0.12415063144126914,2.0,2.0,2.0,3.0,1,2.1,0,0
3671,71,Azures,2012,-0.27443687189378074,2.0,3.0,3.0,4.0,3,1.42,0,1
3670,71,Azures,2011,-0.7374059989858752,2.0,3.0,3.0,4.0,3,1.42,0,1
3669,71,Azures,2010,0.7475050670151366,2.0,3.0,3.0,4.0,3,1.42,0,1
3668,71,Azures,2009,-0.44941265936176067,2.0,3.0,3.0,4.0,3,1.42,0,1
13372,71,Crossline Skipper,2007,-0.19444090355381327,2.0,2.0,2.0,3.0,2,1.5,0,0
13373,71,Crossline Skipper,2008,-0.22426177677858172,2.0,2.0,2.0,3.0,2,1.5,0,0
13374,71,Crossline Skipper,2009,0.5012821861982033,2.0,2.0,2.0,3.0,2,1.5,0,0
13371,71,Crossline Skipper,2006,-0.1788893664827419,2.0,2.0,2.0,3.0,2,1.5,0,0
13370,71,Crossline Skipper,2005,-0.7489316605608809,2.0,2.0,2.0,3.0,2,1.5,0,0
13369,71,Crossline Skipper,2004,6.132351397725292,2.0,2.0,2.0,3.0,2,1.5,0,0
13368,71,Crossline Skipper,2003,0.3116309281288894,2.0,2.0,2.0,3.0,2,1.5,0,0
18145,71,Eastern Tiger Swallowtail,2003,-0.208398000711159,2.0,3.0,3.0,4.0,2,5.4,0,0
29411,71,Little Wood Satyr,2005,-0.04089391022389621,2.0,2.0,2.0,3.0,1,2.1,0,0
4789,71,Banded Hairstreak,2008,-0.5789782268274128,2.0,1.0,3.0,4.0,1,1.5,0,0
29416,71,Little Wood Satyr,2010,-0.13250459529751146,2.0,2.0,2.0,3.0,1,2.1,0,0
43521,71,Red-spotted Purple,2007,-0.70817140023136,2.0,2.0,3.0,4.0,3,4.4,0,0
4786,71,Banded Hairstreak,2005,-0.08571230783857076,2.0,1.0,3.0,4.0,1,1.5,0,0
4785,71,Banded Hairstreak,2004,18.450078673903114,2.0,1.0,3.0,4.0,1,1.5,0,0
4784,71,Banded Hairstreak,2003,-0.821999339639274,2.0,1.0,3.0,4.0,1,1.5,0,0
18152,71,Eastern Tiger Swallowtail,2010,13.805083254164638,2.0,3.0,3.0,4.0,2,5.4,0,0
15246,71,Dun Skipper,2005,-0.03152832815742501,2.0,2.0,2.0,3.0,3,1.3,1,1
18154,71,Eastern Tiger Swallowtail,2012,-0.4206917737301372,2.0,3.0,3.0,4.0,2,5.4,0,0
18155,71,Eastern Tiger Swallowtail,2013,0.7262038875647756,2.0,3.0,3.0,4.0,2,5.4,0,0
25884,71,Horace's Duskywing,2003,4.94492702949302,2.0,2.0,3.0,2.0,3,1.9,0,0
34461,71,Northern Broken-Dash,2013,-0.18703788215613326,2.0,2.0,2.0,2.0,1,1.5,0,0
34460,71,Northern Broken-Dash,2012,1.3255397922889331,2.0,2.0,2.0,2.0,1,1.5,0,0
34459,71,Northern Broken-Dash,2011,-0.27233448072229327,2.0,2.0,2.0,2.0,1,1.5,0,0
49145,71,Tawny-edged Skipper,2013,-0.7872675407006811,2.0,3.0,2.0,2.0,2,1.4,0,1
15253,71,Dun Skipper,2012,4.379755500463616,2.0,2.0,2.0,3.0,3,1.3,1,1
15252,71,Dun Skipper,2011,-0.8869737668592592,2.0,2.0,2.0,3.0,3,1.3,1,1
15251,71,Dun Skipper,2010,0.5931542358189368,2.0,2.0,2.0,3.0,3,1.3,1,1
49144,71,Tawny-edged Skipper,2012,1.0009359840322802,2.0,3.0,2.0,2.0,2,1.4,0,1
4788,71,Banded Hairstreak,2007,0.2135487596813932,2.0,1.0,3.0,4.0,1,1.5,0,0
15250,71,Dun Skipper,2009,4.743677998641909,2.0,2.0,2.0,3.0,3,1.3,1,1
49143,71,Tawny-edged Skipper,2011,-0.9426798884696844,2.0,3.0,2.0,2.0,2,1.4,0,1
49142,71,Tawny-edged Skipper,2010,46.01288403748183,2.0,3.0,2.0,2.0,2,1.4,0,1
15249,71,Dun Skipper,2008,-0.1178783864933991,2.0,2.0,2.0,3.0,3,1.3,1,1
15248,71,Dun Skipper,2007,-0.0038077007872712176,2.0,2.0,2.0,3.0,3,1.3,1,1
45031,71,Silver-spotted Skipper,2013,-0.5199359207579279,2.0,3.0,1.0,3.0,3,2.9,0,1
45030,71,Silver-spotted Skipper,2012,-0.25746659530742566,2.0,3.0,1.0,3.0,3,2.9,0,1
45029,71,Silver-spotted Skipper,2011,-0.7024624601511835,2.0,3.0,1.0,3.0,3,2.9,0,1
15244,71,Dun Skipper,2003,0.2546764053571371,2.0,2.0,2.0,3.0,3,1.3,1,1
15245,71,Dun Skipper,2004,-0.2021959670280845,2.0,2.0,2.0,3.0,3,1.3,1,1
4787,71,Banded Hairstreak,2006,-0.43107376169524014,2.0,1.0,3.0,4.0,1,1.5,0,0
16166,71,Eastern Comma,2011,0.08604827368440437,2.0,0.0,1.0,4.0,3,2.7,0,0
18153,71,Eastern Tiger Swallowtail,2011,-0.5068397117528507,2.0,3.0,3.0,4.0,2,5.4,0,0
15247,71,Dun Skipper,2006,0.08547716027854935,2.0,2.0,2.0,3.0,3,1.3,1,1
49139,71,Tawny-edged Skipper,2007,-0.18797129908802346,2.0,3.0,2.0,2.0,2,1.4,0,1
49141,71,Tawny-edged Skipper,2009,-0.8942533147608657,2.0,3.0,2.0,2.0,2,1.4,0,1
15254,71,Dun Skipper,2013,2.575506840543445,2.0,2.0,2.0,3.0,3,1.3,1,1
49138,71,Tawny-edged Skipper,2006,0.3055905840143722,2.0,3.0,2.0,2.0,2,1.4,0,1
34458,71,Northern Broken-Dash,2010,0.5436183873426799,2.0,2.0,2.0,2.0,1,1.5,0,0
49140,71,Tawny-edged Skipper,2008,1.4826669151938807,2.0,3.0,2.0,2.0,2,1.4,0,1
16167,71,Eastern Comma,2012,0.20406078308131703,2.0,0.0,1.0,4.0,3,2.7,0,0
16168,71,Eastern Comma,2013,0.09534525967116081,2.0,0.0,1.0,4.0,3,2.7,0,0
34456,71,Northern Broken-Dash,2008,0.07467357953563569,2.0,2.0,2.0,2.0,1,1.5,0,0
49137,71,Tawny-edged Skipper,2005,2.4136257736533606,2.0,3.0,2.0,2.0,2,1.4,0,1
34457,71,Northern Broken-Dash,2009,1.3657722403366388,2.0,2.0,2.0,2.0,1,1.5,0,0
45701,77,Silvery Checkerspot,2006,-0.9788193238918885,2.0,2.0,1.0,3.0,2,2.3,0,0
45702,77,Silvery Checkerspot,2007,0.1496179847338459,2.0,2.0,1.0,3.0,2,2.3,0,0
45703,77,Silvery Checkerspot,2008,0.2909506674843083,2.0,2.0,1.0,3.0,2,2.3,0,0
30774,77,Long Dash,2009,0.03754896903558613,2.0,2.0,2.0,3.0,1,1.6,1,0
30773,77,Long Dash,2008,-0.15187550164303742,2.0,2.0,2.0,3.0,1,1.6,1,0
30771,77,Long Dash,2006,-0.44330538392224395,2.0,2.0,2.0,3.0,1,1.6,1,0
30770,77,Long Dash,2005,0.9985170738432239,2.0,2.0,2.0,3.0,1,1.6,1,0
30769,77,Long Dash,2004,-0.16224195343273806,2.0,2.0,2.0,3.0,1,1.6,1,0
45700,77,Silvery Checkerspot,2005,42.2136600923385,2.0,2.0,1.0,3.0,2,2.3,0,0
30768,77,Long Dash,2003,0.09797833595458405,2.0,2.0,2.0,3.0,1,1.6,1,0
30772,77,Long Dash,2007,0.07255844413344614,2.0,2.0,2.0,3.0,1,1.6,1,0
45699,77,Silvery Checkerspot,2004,-0.24458532039102687,2.0,2.0,1.0,3.0,2,2.3,0,0
9183,77,Cloudless Sulphur,2008,0.49310741879207365,0.0,0.0,1.0,2.0,2,3.3,0,1
591,77,American Copper,2010,-0.9344111783707236,1.0,3.0,1.0,2.0,3,1.5,0,1
9181,77,Cloudless Sulphur,2006,56.89658842066744,0.0,0.0,1.0,2.0,2,3.3,0,1
9180,77,Cloudless Sulphur,2005,-0.31281336530884396,0.0,0.0,1.0,2.0,2,3.3,0,1
9179,77,Cloudless Sulphur,2004,0.04746020056841105,0.0,0.0,1.0,2.0,2,3.3,0,1
20574,77,Gemmed Satyr,2016,3.7117923793815564,2.0,2.0,2.0,3.0,3,1.8,0,0
20573,77,Gemmed Satyr,2015,-0.22353268982412244,2.0,2.0,2.0,3.0,3,1.8,0,0
20572,77,Gemmed Satyr,2014,-0.8280853232627804,2.0,2.0,2.0,3.0,3,1.8,0,0
589,77,American Copper,2008,0.06806404351848627,1.0,3.0,1.0,2.0,3,1.5,0,1
588,77,American Copper,2007,0.23484556187166516,1.0,3.0,1.0,2.0,3,1.5,0,1
592,77,American Copper,2011,-0.42719957306721246,1.0,3.0,1.0,2.0,3,1.5,0,1
30777,77,Long Dash,2012,-0.3662067247582629,2.0,2.0,2.0,3.0,1,1.6,1,0
9185,77,Cloudless Sulphur,2010,20.610398806892427,0.0,0.0,1.0,2.0,2,3.3,0,1
9186,77,Cloudless Sulphur,2011,-0.9816683513309159,0.0,0.0,1.0,2.0,2,3.3,0,1
9187,77,Cloudless Sulphur,2012,14.349180446675902,0.0,0.0,1.0,2.0,2,3.3,0,1
30776,77,Long Dash,2011,0.7952499158999611,2.0,2.0,2.0,3.0,1,1.6,1,0
9188,77,Cloudless Sulphur,2013,-0.5603603178675336,0.0,0.0,1.0,2.0,2,3.3,0,1
9189,77,Cloudless Sulphur,2014,-0.5967852376584515,0.0,0.0,1.0,2.0,2,3.3,0,1
30775,77,Long Dash,2010,-0.15633607115558712,2.0,2.0,2.0,3.0,1,1.6,1,0
9182,77,Cloudless Sulphur,2007,-0.9375168232662898,0.0,0.0,1.0,2.0,2,3.3,0,1
9184,77,Cloudless Sulphur,2009,-0.4278507962112781,0.0,0.0,1.0,2.0,2,3.3,0,1
590,77,American Copper,2009,8.778520456019837,1.0,3.0,1.0,2.0,3,1.5,0,1
45705,77,Silvery Checkerspot,2010,-0.856669428876122,2.0,2.0,1.0,3.0,2,2.3,0,0
38880,77,Pearl Crescent,2008,-0.4665511774554234,2.0,2.0,1.0,2.0,4,1.8,0,1
28545,77,Little Glassy Wing,2011,0.32451451509888174,2.0,2.0,2.0,1.0,2,1.4,0,0
28544,77,Little Glassy Wing,2010,-0.05347826210868334,2.0,2.0,2.0,1.0,2,1.4,0,0
28543,77,Little Glassy Wing,2009,-0.001556049659313996,2.0,2.0,2.0,1.0,2,1.4,0,0
28542,77,Little Glassy Wing,2008,-0.7844453847240757,2.0,2.0,2.0,1.0,2,1.4,0,0
45707,77,Silvery Checkerspot,2012,0.028944617397913763,2.0,2.0,1.0,3.0,2,2.3,0,0
50592,77,Viceroy,2003,-0.9511442940322027,2.0,2.0,3.0,3.0,3,3.8,1,1
50593,77,Viceroy,2004,5.648011009173671,2.0,2.0,3.0,3.0,3,3.8,1,1
50594,77,Viceroy,2005,-0.77132449372876,2.0,2.0,3.0,3.0,3,3.8,1,1
50595,77,Viceroy,2006,-0.15109629602512065,2.0,2.0,3.0,3.0,3,3.8,1,1
50596,77,Viceroy,2007,0.056126341204392194,2.0,2.0,3.0,3.0,3,3.8,1,1
28546,77,Little Glassy Wing,2012,-0.1445537722046195,2.0,2.0,2.0,1.0,2,1.4,0,0
50597,77,Viceroy,2008,-0.5911399527200291,2.0,2.0,3.0,3.0,3,3.8,1,1
28541,77,Little Glassy Wing,2007,-0.5282224419320387,2.0,2.0,2.0,1.0,2,1.4,0,0
28540,77,Little Glassy Wing,2006,7.0554609926158545,2.0,2.0,2.0,1.0,2,1.4,0,0
28539,77,Little Glassy Wing,2005,-0.8775989973565305,2.0,2.0,2.0,1.0,2,1.4,0,0
50599,77,Viceroy,2010,43.762277561453615,2.0,2.0,3.0,3.0,3,3.8,1,1
50600,77,Viceroy,2011,-0.9664172119800128,2.0,2.0,3.0,3.0,3,3.8,1,1
50601,77,Viceroy,2012,0.63217443450189,2.0,2.0,3.0,3.0,3,3.8,1,1
50602,77,Viceroy,2013,3.0432330241876446,2.0,2.0,3.0,3.0,3,3.8,1,1
45706,77,Silvery Checkerspot,2011,-0.02742438915792922,2.0,2.0,1.0,3.0,2,2.3,0,0
50603,77,Viceroy,2014,-0.8694599345325104,2.0,2.0,3.0,3.0,3,3.8,1,1
45704,77,Silvery Checkerspot,2009,4.407196828956047,2.0,2.0,1.0,3.0,2,2.3,0,0
50598,77,Viceroy,2009,-0.3060716912819572,2.0,2.0,3.0,3.0,3,3.8,1,1
28547,77,Little Glassy Wing,2013,27.819645948359593,2.0,2.0,2.0,1.0,2,1.4,0,0
28548,77,Little Glassy Wing,2014,-0.944324584641338,2.0,2.0,2.0,1.0,2,1.4,0,0
28549,77,Little Glassy Wing,2015,10.878862149241261,2.0,2.0,2.0,1.0,2,1.4,0,0
38881,77,Pearl Crescent,2009,0.16399748364421285,2.0,2.0,1.0,2.0,4,1.8,0,1
38882,77,Pearl Crescent,2010,4.229549281484309,2.0,2.0,1.0,2.0,4,1.8,0,1
30778,77,Long Dash,2013,0.8975381704855423,2.0,2.0,2.0,3.0,1,1.6,1,0
38883,77,Pearl Crescent,2011,-0.7219717120678213,2.0,2.0,1.0,2.0,4,1.8,0,1
38884,77,Pearl Crescent,2012,0.06974991004104503,2.0,2.0,1.0,2.0,4,1.8,0,1
38885,77,Pearl Crescent,2013,0.5857923985979372,2.0,2.0,1.0,2.0,4,1.8,0,1
18172,77,Eastern Tiger Swallowtail,2007,0.6639522551280275,2.0,3.0,3.0,4.0,2,5.4,0,0
594,77,American Copper,2013,0.5203896156561663,1.0,3.0,1.0,2.0,3,1.5,0,1
45711,77,Silvery Checkerspot,2016,0.7152031418602995,2.0,2.0,1.0,3.0,2,2.3,0,0
45710,77,Silvery Checkerspot,2015,-0.24728340955803874,2.0,2.0,1.0,3.0,2,2.3,0,0
45709,77,Silvery Checkerspot,2014,-0.7287926222981023,2.0,2.0,1.0,3.0,2,2.3,0,0
45708,77,Silvery Checkerspot,2013,3.3095349803994036,2.0,2.0,1.0,3.0,2,2.3,0,0
9190,77,Cloudless Sulphur,2015,0.23235728568830405,0.0,0.0,1.0,2.0,2,3.3,0,1
38886,77,Pearl Crescent,2014,-0.46137539871013755,2.0,2.0,1.0,2.0,4,1.8,0,1
38887,77,Pearl Crescent,2015,1.567510029052336,2.0,2.0,1.0,2.0,4,1.8,0,1
38888,77,Pearl Crescent,2016,-0.5583024044886173,2.0,2.0,1.0,2.0,4,1.8,0,1
9191,77,Cloudless Sulphur,2016,5.329055652708548,0.0,0.0,1.0,2.0,2,3.3,0,1
595,77,American Copper,2014,-0.7138008505257565,1.0,3.0,1.0,2.0,3,1.5,0,1
28537,77,Little Glassy Wing,2003,-0.6439654125957511,2.0,2.0,2.0,1.0,2,1.4,0,0
28538,77,Little Glassy Wing,2004,1.8511119686954625,2.0,2.0,2.0,1.0,2,1.4,0,0
596,77,American Copper,2015,0.4822887976812429,1.0,3.0,1.0,2.0,3,1.5,0,1
597,77,American Copper,2016,1.8479853472697987,1.0,3.0,1.0,2.0,3,1.5,0,1
28550,77,Little Glassy Wing,2016,-0.8317338400726748,2.0,2.0,2.0,1.0,2,1.4,0,0
38879,77,Pearl Crescent,2007,0.8338823254174168,2.0,2.0,1.0,2.0,4,1.8,0,1
30779,77,Long Dash,2014,7.3669698106360535,2.0,2.0,2.0,3.0,1,1.6,1,0
17183,77,Eastern Tailed Blue,2015,-0.4206897366246981,2.0,2.0,1.0,3.0,4,1.14,0,1
586,77,American Copper,2005,0.5669580977873558,1.0,3.0,1.0,2.0,3,1.5,0,1
42316,77,Red Admiral,2012,4.0265661559858685,0.0,0.0,1.0,3.0,3,3.2,0,1
42317,77,Red Admiral,2013,-0.8059528220244084,0.0,0.0,1.0,3.0,3,3.2,0,1
42318,77,Red Admiral,2014,4.386790358469669,0.0,0.0,1.0,3.0,3,3.2,0,1
42319,77,Red Admiral,2015,0.2744664258111913,0.0,0.0,1.0,3.0,3,3.2,0,1
29441,77,Little Wood Satyr,2012,0.6849444706162151,2.0,2.0,2.0,3.0,1,2.1,0,0
29440,77,Little Wood Satyr,2011,-0.2750320061457161,2.0,2.0,2.0,3.0,1,2.1,0,0
29439,77,Little Wood Satyr,2010,-0.35497552215607486,2.0,2.0,2.0,3.0,1,2.1,0,0
29438,77,Little Wood Satyr,2009,1.3377902314360637,2.0,2.0,2.0,3.0,1,2.1,0,0
48058,77,Swarthy Skipper,2016,0.5649807935008391,2.0,2.0,2.0,1.0,2,1.2,0,0
48057,77,Swarthy Skipper,2015,-0.04586861579391255,2.0,2.0,2.0,1.0,2,1.2,0,0
48056,77,Swarthy Skipper,2014,-0.4887282592766633,2.0,2.0,2.0,1.0,2,1.2,0,0
29442,77,Little Wood Satyr,2013,-0.3241811152891405,2.0,2.0,2.0,3.0,1,2.1,0,0
48055,77,Swarthy Skipper,2013,1.1718225201094201,2.0,2.0,2.0,1.0,2,1.2,0,0
48053,77,Swarthy Skipper,2011,0.5547969022290002,2.0,2.0,2.0,1.0,2,1.2,0,0
48052,77,Swarthy Skipper,2010,-0.20532865766590036,2.0,2.0,2.0,1.0,2,1.2,0,0
48051,77,Swarthy Skipper,2009,-0.2062583919691754,2.0,2.0,2.0,1.0,2,1.2,0,0
29437,77,Little Wood Satyr,2008,-0.5132948728197968,2.0,2.0,2.0,3.0,1,2.1,0,0
29436,77,Little Wood Satyr,2007,2.4068411413105757,2.0,2.0,2.0,3.0,1,2.1,0,0
29435,77,Little Wood Satyr,2006,2.148892117104632,2.0,2.0,2.0,3.0,1,2.1,0,0
29434,77,Little Wood Satyr,2005,-0.8797940725773815,2.0,2.0,2.0,3.0,1,2.1,0,0
584,77,American Copper,2003,0.2535144582907103,1.0,3.0,1.0,2.0,3,1.5,0,1
29433,77,Little Wood Satyr,2004,0.39235843521653546,2.0,2.0,2.0,3.0,1,2.1,0,0
29432,77,Little Wood Satyr,2003,0.8804849459800843,2.0,2.0,2.0,3.0,1,2.1,0,0
45698,77,Silvery Checkerspot,2003,-0.13477685176710197,2.0,2.0,1.0,3.0,2,2.3,0,0
48054,77,Swarthy Skipper,2012,-0.1155223924183909,2.0,2.0,2.0,1.0,2,1.2,0,0
20561,77,Gemmed Satyr,2003,-0.49232881768453585,2.0,2.0,2.0,3.0,3,1.8,0,0
20562,77,Gemmed Satyr,2004,0.7758662107566854,2.0,2.0,2.0,3.0,3,1.8,0,0
29443,77,Little Wood Satyr,2014,1.1122344348750661,2.0,2.0,2.0,3.0,1,2.1,0,0
42307,77,Red Admiral,2003,0.638333883744592,0.0,0.0,1.0,3.0,3,3.2,0,1
42308,77,Red Admiral,2004,-0.2694245479700823,0.0,0.0,1.0,3.0,3,3.2,0,1
42309,77,Red Admiral,2005,-0.7450233068432379,0.0,0.0,1.0,3.0,3,3.2,0,1
8394,77,Clouded Sulphur,2010,2.2104321462461334,2.0,3.0,1.0,3.0,4,2.6,0,1
8393,77,Clouded Sulphur,2009,3.80093082127241,2.0,3.0,1.0,3.0,4,2.6,0,1
8395,77,Clouded Sulphur,2011,-0.8737136265012408,2.0,3.0,1.0,3.0,4,2.6,0,1
8396,77,Clouded Sulphur,2012,2.9498327523762797,2.0,3.0,1.0,3.0,4,2.6,0,1
8392,77,Clouded Sulphur,2008,-0.5087494991706194,2.0,3.0,1.0,3.0,4,2.6,0,1
8391,77,Clouded Sulphur,2007,0.8158486509322016,2.0,3.0,1.0,3.0,4,2.6,0,1
8390,77,Clouded Sulphur,2006,-0.7204047996240446,2.0,3.0,1.0,3.0,4,2.6,0,1
8389,77,Clouded Sulphur,2005,-0.6768854627506207,2.0,3.0,1.0,3.0,4,2.6,0,1
8388,77,Clouded Sulphur,2004,-0.6174770107473728,2.0,3.0,1.0,3.0,4,2.6,0,1
8387,77,Clouded Sulphur,2003,-0.2910312747769641,2.0,3.0,1.0,3.0,4,2.6,0,1
8397,77,Clouded Sulphur,2013,-0.8040759435239231,2.0,3.0,1.0,3.0,4,2.6,0,1
8398,77,Clouded Sulphur,2014,1.2368146616333182,2.0,3.0,1.0,3.0,4,2.6,0,1
8399,77,Clouded Sulphur,2015,-0.3391734297874668,2.0,3.0,1.0,3.0,4,2.6,0,1
8400,77,Clouded Sulphur,2016,0.8106886997956468,2.0,3.0,1.0,3.0,4,2.6,0,1
29445,77,Little Wood Satyr,2016,-0.5137828154137711,2.0,2.0,2.0,3.0,1,2.1,0,0
29444,77,Little Wood Satyr,2015,0.40439306044491974,2.0,2.0,2.0,3.0,1,2.1,0,0
42310,77,Red Admiral,2006,0.006740015598086124,0.0,0.0,1.0,3.0,3,3.2,0,1
42311,77,Red Admiral,2007,2.8713215838957358,0.0,0.0,1.0,3.0,3,3.2,0,1
42312,77,Red Admiral,2008,-0.8481446142691921,0.0,0.0,1.0,3.0,3,3.2,0,1
42313,77,Red Admiral,2009,0.20317709624518243,0.0,0.0,1.0,3.0,3,3.2,0,1
42314,77,Red Admiral,2010,18.821111740269714,0.0,0.0,1.0,3.0,3,3.2,0,1
42315,77,Red Admiral,2011,-0.885194154373231,0.0,0.0,1.0,3.0,3,3.2,0,1
9178,77,Cloudless Sulphur,2003,-0.21682092492601213,0.0,0.0,1.0,2.0,2,3.3,0,1
30223,77,Little Yellow,2003,-0.9283112670504153,0.0,0.0,1.0,2.0,1,1.8,0,1
30224,77,Little Yellow,2004,-0.21383113190466208,0.0,0.0,1.0,2.0,1,1.8,0,1
30225,77,Little Yellow,2005,0.3890257594945503,0.0,0.0,1.0,2.0,1,1.8,0,1
17179,77,Eastern Tailed Blue,2011,0.27622851150942274,2.0,2.0,1.0,3.0,4,1.14,0,1
17178,77,Eastern Tailed Blue,2010,0.6807799595916071,2.0,2.0,1.0,3.0,4,1.14,0,1
17177,77,Eastern Tailed Blue,2009,0.5529595456140228,2.0,2.0,1.0,3.0,4,1.14,0,1
52742,77,Zabulon Skipper,2006,-0.6034069111371159,2.0,2.0,2.0,3.0,2,1.6,0,0
52741,77,Zabulon Skipper,2005,-0.7764911363313263,2.0,2.0,2.0,3.0,2,1.6,0,0
52740,77,Zabulon Skipper,2004,1.9648402684040311,2.0,2.0,2.0,3.0,2,1.6,0,0
20225,77,Fiery Skipper,2009,-0.4065418506520674,0.0,,2.0,3.0,1,1.6,0,1
42320,77,Red Admiral,2016,-0.1764504388067485,0.0,0.0,1.0,3.0,3,3.2,0,1
20563,77,Gemmed Satyr,2005,2.121711297303462,2.0,2.0,2.0,3.0,3,1.8,0,0
20564,77,Gemmed Satyr,2006,2.946637192246791,2.0,2.0,2.0,3.0,3,1.8,0,0
20565,77,Gemmed Satyr,2007,0.3334487348985469,2.0,2.0,2.0,3.0,3,1.8,0,0
20566,77,Gemmed Satyr,2008,-0.8681741201393148,2.0,2.0,2.0,3.0,3,1.8,0,0
20567,77,Gemmed Satyr,2009,9.951171344985902,2.0,2.0,2.0,3.0,3,1.8,0,0
20568,77,Gemmed Satyr,2010,-0.6049782429211353,2.0,2.0,2.0,3.0,3,1.8,0,0
20569,77,Gemmed Satyr,2011,0.03302880296914501,2.0,2.0,2.0,3.0,3,1.8,0,0
20570,77,Gemmed Satyr,2012,4.847576231741187,2.0,2.0,2.0,3.0,3,1.8,0,0
20571,77,Gemmed Satyr,2013,0.08596367312412401,2.0,2.0,2.0,3.0,3,1.8,0,0
20224,77,Fiery Skipper,2008,-0.8640424938472114,0.0,,2.0,3.0,1,1.6,0,1
20223,77,Fiery Skipper,2007,8.938355483999294,0.0,,2.0,3.0,1,1.6,0,1
20222,77,Fiery Skipper,2006,0.18660037771027005,0.0,,2.0,3.0,1,1.6,0,1
20221,77,Fiery Skipper,2005,0.20970983591473913,0.0,,2.0,3.0,1,1.6,0,1
20220,77,Fiery Skipper,2004,0.4003513049681131,0.0,,2.0,3.0,1,1.6,0,1
20219,77,Fiery Skipper,2003,-0.9107448710071613,0.0,,2.0,3.0,1,1.6,0,1
52739,77,Zabulon Skipper,2003,2.3547175711829764,2.0,2.0,2.0,3.0,2,1.6,0,0
585,77,American Copper,2004,-0.6705163793363731,1.0,3.0,1.0,2.0,3,1.5,0,1
17180,77,Eastern Tailed Blue,2012,-0.020991601079615396,2.0,2.0,1.0,3.0,4,1.14,0,1
587,77,American Copper,2006,-0.045340633897485993,1.0,3.0,1.0,2.0,3,1.5,0,1
17181,77,Eastern Tailed Blue,2013,0.653723726155641,2.0,2.0,1.0,3.0,4,1.14,0,1
17184,77,Eastern Tailed Blue,2016,0.6081775890781587,2.0,2.0,1.0,3.0,4,1.14,0,1
30226,77,Little Yellow,2006,24.90887704478232,0.0,0.0,1.0,2.0,1,1.8,0,1
30227,77,Little Yellow,2007,-0.9587233328247301,0.0,0.0,1.0,2.0,1,1.8,0,1
30228,77,Little Yellow,2008,-0.45007930135717666,0.0,0.0,1.0,2.0,1,1.8,0,1
30229,77,Little Yellow,2009,-0.1608361324008415,0.0,0.0,1.0,2.0,1,1.8,0,1
30230,77,Little Yellow,2010,6.965834124362158,0.0,0.0,1.0,2.0,1,1.8,0,1
30231,77,Little Yellow,2011,-0.819872232545404,0.0,0.0,1.0,2.0,1,1.8,0,1
30232,77,Little Yellow,2012,6.7834635164904356,0.0,0.0,1.0,2.0,1,1.8,0,1
30233,77,Little Yellow,2013,-0.5498453493829929,0.0,0.0,1.0,2.0,1,1.8,0,1
30234,77,Little Yellow,2014,0.5297849149577474,0.0,0.0,1.0,2.0,1,1.8,0,1
30235,77,Little Yellow,2015,-0.8315223192981052,0.0,0.0,1.0,2.0,1,1.8,0,1
17171,77,Eastern Tailed Blue,2003,-0.7284963567643774,2.0,2.0,1.0,3.0,4,1.14,0,1
17172,77,Eastern Tailed Blue,2004,-0.15933416445103532,2.0,2.0,1.0,3.0,4,1.14,0,1
17173,77,Eastern Tailed Blue,2005,0.39531837891821975,2.0,2.0,1.0,3.0,4,1.14,0,1
17174,77,Eastern Tailed Blue,2006,-0.21909347537891888,2.0,2.0,1.0,3.0,4,1.14,0,1
30236,77,Little Yellow,2016,4.375808789158561,0.0,0.0,1.0,2.0,1,1.8,0,1
17175,77,Eastern Tailed Blue,2007,0.21703700482445742,2.0,2.0,1.0,3.0,4,1.14,0,1
17176,77,Eastern Tailed Blue,2008,-0.13333618242855405,2.0,2.0,1.0,3.0,4,1.14,0,1
1405,77,American Lady,2003,9.158215176837547,0.0,0.0,1.0,3.0,3,2.8,0,1
20232,77,Fiery Skipper,2016,5.5433407262201015,0.0,,2.0,3.0,1,1.6,0,1
20231,77,Fiery Skipper,2015,-0.43236513715593383,0.0,,2.0,3.0,1,1.6,0,1
20230,77,Fiery Skipper,2014,-0.3624455168540426,0.0,,2.0,3.0,1,1.6,0,1
