,SiteID,CommonName,Year,GrowthRate,ResStatus,WinterStage,HostCategory,Hostplant_Specialism_Score,Voltinism,WingSize_meanFemale,Wetland,Disturbed
42957,7,Red-spotted Purple,2000,-0.47769153023684496,2.0,2.0,3.0,4.0,3,4.4,0,0
42956,7,Red-spotted Purple,1999,-0.8282871047553577,2.0,2.0,3.0,4.0,3,4.4,0,0
42955,7,Red-spotted Purple,1998,0.38372575100654216,2.0,2.0,3.0,4.0,3,4.4,0,0
42954,7,Red-spotted Purple,1997,1.142439408415529,2.0,2.0,3.0,4.0,3,4.4,0,0
44460,7,Silver-spotted Skipper,1999,-0.18315899853729423,2.0,3.0,1.0,3.0,3,2.9,0,1
44461,7,Silver-spotted Skipper,2000,-0.20637875605290412,2.0,3.0,1.0,3.0,3,2.9,0,1
44462,7,Silver-spotted Skipper,2001,-0.1112055881792322,2.0,3.0,1.0,3.0,3,2.9,0,1
44463,7,Silver-spotted Skipper,2002,0.24035753454206366,2.0,3.0,1.0,3.0,3,2.9,0,1
44464,7,Silver-spotted Skipper,2003,0.145378037123705,2.0,3.0,1.0,3.0,3,2.9,0,1
44465,7,Silver-spotted Skipper,2004,0.24731591544556042,2.0,3.0,1.0,3.0,3,2.9,0,1
44466,7,Silver-spotted Skipper,2005,-0.45354496082132467,2.0,3.0,1.0,3.0,3,2.9,0,1
44467,7,Silver-spotted Skipper,2006,1.0265717953431444,2.0,3.0,1.0,3.0,3,2.9,0,1
44468,7,Silver-spotted Skipper,2007,-0.5184739514208465,2.0,3.0,1.0,3.0,3,2.9,0,1
44469,7,Silver-spotted Skipper,2008,-0.008454556161046178,2.0,3.0,1.0,3.0,3,2.9,0,1
44470,7,Silver-spotted Skipper,2009,-0.11208036415141232,2.0,3.0,1.0,3.0,3,2.9,0,1
44471,7,Silver-spotted Skipper,2010,-0.2207329037381982,2.0,3.0,1.0,3.0,3,2.9,0,1
44472,7,Silver-spotted Skipper,2011,0.9848097133521874,2.0,3.0,1.0,3.0,3,2.9,0,1
42970,7,Red-spotted Purple,2013,-0.3303436753555288,2.0,2.0,3.0,4.0,3,4.4,0,0
8775,7,Cloudless Sulphur,1997,0.04533711077804359,0.0,0.0,1.0,2.0,2,3.3,0,1
42971,7,Red-spotted Purple,2014,-0.4454271289060483,2.0,2.0,3.0,4.0,3,4.4,0,0
42973,7,Red-spotted Purple,2016,-0.28178565699490576,2.0,2.0,3.0,4.0,3,4.4,0,0
24174,7,Hickory Hairstreak,2003,-0.3528153090065608,2.0,1.0,3.0,3.0,1,1.5,0,0
24173,7,Hickory Hairstreak,2002,-0.2528274304792155,2.0,1.0,3.0,3.0,1,1.5,0,0
24172,7,Hickory Hairstreak,2001,-0.7548312579549163,2.0,1.0,3.0,3.0,1,1.5,0,0
24171,7,Hickory Hairstreak,2000,-0.47905624410625003,2.0,1.0,3.0,3.0,1,1.5,0,0
24170,7,Hickory Hairstreak,1999,-0.1920099267461931,2.0,1.0,3.0,3.0,1,1.5,0,0
24169,7,Hickory Hairstreak,1998,10.30504127473377,2.0,1.0,3.0,3.0,1,1.5,0,0
24168,7,Hickory Hairstreak,1997,0.7254443080199349,2.0,1.0,3.0,3.0,1,1.5,0,0
51106,7,White M Hairstreak,1997,-0.2233081666574288,2.0,3.0,3.0,2.0,3,1.5,0,0
51107,7,White M Hairstreak,1998,0.0011541891468986876,2.0,3.0,3.0,2.0,3,1.5,0,0
51108,7,White M Hairstreak,1999,1.2243415150249142,2.0,3.0,3.0,2.0,3,1.5,0,0
51109,7,White M Hairstreak,2000,0.29911804815164267,2.0,3.0,3.0,2.0,3,1.5,0,0
51110,7,White M Hairstreak,2001,-0.6223805063772065,2.0,3.0,3.0,2.0,3,1.5,0,0
51111,7,White M Hairstreak,2002,10.653311993730268,2.0,3.0,3.0,2.0,3,1.5,0,0
51112,7,White M Hairstreak,2003,-0.3365905730521864,2.0,3.0,3.0,2.0,3,1.5,0,0
51113,7,White M Hairstreak,2004,-0.9121466700429175,2.0,3.0,3.0,2.0,3,1.5,0,0
51114,7,White M Hairstreak,2005,0.41671490091573515,2.0,3.0,3.0,2.0,3,1.5,0,0
51115,7,White M Hairstreak,2006,7.349366926777153,2.0,3.0,3.0,2.0,3,1.5,0,0
51116,7,White M Hairstreak,2007,1.8227646268615683,2.0,3.0,3.0,2.0,3,1.5,0,0
51117,7,White M Hairstreak,2008,-0.924008758661521,2.0,3.0,3.0,2.0,3,1.5,0,0
51118,7,White M Hairstreak,2009,-0.5397991690864756,2.0,3.0,3.0,2.0,3,1.5,0,0
51119,7,White M Hairstreak,2010,0.0010164374757777317,2.0,3.0,3.0,2.0,3,1.5,0,0
51120,7,White M Hairstreak,2011,1.2805496146466764,2.0,3.0,3.0,2.0,3,1.5,0,0
51121,7,White M Hairstreak,2012,-0.39022947314979006,2.0,3.0,3.0,2.0,3,1.5,0,0
51122,7,White M Hairstreak,2013,0.21739944261281519,2.0,3.0,3.0,2.0,3,1.5,0,0
51123,7,White M Hairstreak,2014,0.07055999747585529,2.0,3.0,3.0,2.0,3,1.5,0,0
51124,7,White M Hairstreak,2015,0.2662180356795818,2.0,3.0,3.0,2.0,3,1.5,0,0
51125,7,White M Hairstreak,2016,-0.3582616008063656,2.0,3.0,3.0,2.0,3,1.5,0,0
44458,7,Silver-spotted Skipper,1997,-0.19891291583779747,2.0,3.0,1.0,3.0,3,2.9,0,1
44459,7,Silver-spotted Skipper,1998,0.7986333526559222,2.0,3.0,1.0,3.0,3,2.9,0,1
42972,7,Red-spotted Purple,2015,1.4427241658676917,2.0,2.0,3.0,4.0,3,4.4,0,0
8776,7,Cloudless Sulphur,1998,0.7321201575950791,0.0,0.0,1.0,2.0,2,3.3,0,1
8777,7,Cloudless Sulphur,1999,-0.5654947468822251,0.0,0.0,1.0,2.0,2,3.3,0,1
8778,7,Cloudless Sulphur,2000,0.6334744674833301,0.0,0.0,1.0,2.0,2,3.3,0,1
8793,7,Cloudless Sulphur,2015,-0.12553605315199645,0.0,0.0,1.0,2.0,2,3.3,0,1
8794,7,Cloudless Sulphur,2016,0.96737696643843,0.0,0.0,1.0,2.0,2,3.3,0,1
23665,7,Harvester,2016,-0.21329180704721828,2.0,2.0,0.0,,3,1.4,0,0
23664,7,Harvester,2015,-0.6559173423157225,2.0,2.0,0.0,,3,1.4,0,0
23663,7,Harvester,2014,0.8162466721575763,2.0,2.0,0.0,,3,1.4,0,0
23662,7,Harvester,2013,1.1962701188223384,2.0,2.0,0.0,,3,1.4,0,0
23661,7,Harvester,2012,-0.18102746276190718,2.0,2.0,0.0,,3,1.4,0,0
23660,7,Harvester,2011,0.22301924844568344,2.0,2.0,0.0,,3,1.4,0,0
23659,7,Harvester,2010,-0.18558045591248684,2.0,2.0,0.0,,3,1.4,0,0
23658,7,Harvester,2009,-0.736665330570937,2.0,2.0,0.0,,3,1.4,0,0
23657,7,Harvester,2008,7.7424211666987635,2.0,2.0,0.0,,3,1.4,0,0
23656,7,Harvester,2007,-0.3454798483382159,2.0,2.0,0.0,,3,1.4,0,0
23655,7,Harvester,2006,-0.8894687030516975,2.0,2.0,0.0,,3,1.4,0,0
23654,7,Harvester,2005,10.82493647122886,2.0,2.0,0.0,,3,1.4,0,0
23653,7,Harvester,2004,-0.3339374434327792,2.0,2.0,0.0,,3,1.4,0,0
23652,7,Harvester,2003,0.6733029014818941,2.0,2.0,0.0,,3,1.4,0,0
23651,7,Harvester,2002,-0.9718298450727242,2.0,2.0,0.0,,3,1.4,0,0
23650,7,Harvester,2001,2.5744452085693235,2.0,2.0,0.0,,3,1.4,0,0
23649,7,Harvester,2000,-0.11611594700382111,2.0,2.0,0.0,,3,1.4,0,0
23648,7,Harvester,1999,7.627327849639018,2.0,2.0,0.0,,3,1.4,0,0
23647,7,Harvester,1998,-0.9598524603114503,2.0,2.0,0.0,,3,1.4,0,0
23646,7,Harvester,1997,17.058722277576475,2.0,2.0,0.0,,3,1.4,0,0
28094,7,Little Glassy Wing,1997,0.0015960998898532086,2.0,2.0,2.0,1.0,2,1.4,0,0
28095,7,Little Glassy Wing,1998,3.8831462948275366,2.0,2.0,2.0,1.0,2,1.4,0,0
28096,7,Little Glassy Wing,1999,-0.35630764291576966,2.0,2.0,2.0,1.0,2,1.4,0,0
28097,7,Little Glassy Wing,2000,0.8575613971419564,2.0,2.0,2.0,1.0,2,1.4,0,0
28098,7,Little Glassy Wing,2001,0.5047129632194649,2.0,2.0,2.0,1.0,2,1.4,0,0
28099,7,Little Glassy Wing,2002,-0.5999938712452089,2.0,2.0,2.0,1.0,2,1.4,0,0
28100,7,Little Glassy Wing,2003,-0.23824563084900763,2.0,2.0,2.0,1.0,2,1.4,0,0
6132,7,Bronze Copper,1997,-0.36317913652285605,2.0,1.0,1.0,3.0,3,2.0,1,1
6133,7,Bronze Copper,1998,-0.20411206419436745,2.0,1.0,1.0,3.0,3,2.0,1,1
6134,7,Bronze Copper,1999,15.425650913393,2.0,1.0,1.0,3.0,3,2.0,1,1
6135,7,Bronze Copper,2000,-0.927594664289786,2.0,1.0,1.0,3.0,3,2.0,1,1
8779,7,Cloudless Sulphur,2001,-0.46343908010079593,0.0,0.0,1.0,2.0,2,3.3,0,1
8780,7,Cloudless Sulphur,2002,-0.18163507944115131,0.0,0.0,1.0,2.0,2,3.3,0,1
8781,7,Cloudless Sulphur,2003,0.8949223449835289,0.0,0.0,1.0,2.0,2,3.3,0,1
8782,7,Cloudless Sulphur,2004,-0.2303024085267985,0.0,0.0,1.0,2.0,2,3.3,0,1
8783,7,Cloudless Sulphur,2005,-0.5038030872998625,0.0,0.0,1.0,2.0,2,3.3,0,1
8784,7,Cloudless Sulphur,2006,50.08602263902561,0.0,0.0,1.0,2.0,2,3.3,0,1
8785,7,Cloudless Sulphur,2007,-0.9263769746697711,0.0,0.0,1.0,2.0,2,3.3,0,1
8786,7,Cloudless Sulphur,2008,1.4125916057476817,0.0,0.0,1.0,2.0,2,3.3,0,1
8787,7,Cloudless Sulphur,2009,-0.7764594426853589,0.0,0.0,1.0,2.0,2,3.3,0,1
8788,7,Cloudless Sulphur,2010,-0.04973326198706218,0.0,0.0,1.0,2.0,2,3.3,0,1
8789,7,Cloudless Sulphur,2011,0.6430983936789743,0.0,0.0,1.0,2.0,2,3.3,0,1
8790,7,Cloudless Sulphur,2012,0.7772634945521841,0.0,0.0,1.0,2.0,2,3.3,0,1
8791,7,Cloudless Sulphur,2013,-0.6645946294594897,0.0,0.0,1.0,2.0,2,3.3,0,1
8792,7,Cloudless Sulphur,2014,0.2846191763302599,0.0,0.0,1.0,2.0,2,3.3,0,1
24175,7,Hickory Hairstreak,2004,0.4429424835822393,2.0,1.0,3.0,3.0,1,1.5,0,0
6151,7,Bronze Copper,2016,-0.08208633938712029,2.0,1.0,1.0,3.0,3,2.0,1,1
6149,7,Bronze Copper,2014,-0.1144742135757002,2.0,1.0,1.0,3.0,3,2.0,1,1
6148,7,Bronze Copper,2013,0.16620198440699774,2.0,1.0,1.0,3.0,3,2.0,1,1
6147,7,Bronze Copper,2012,0.0959576304770644,2.0,1.0,1.0,3.0,3,2.0,1,1
6146,7,Bronze Copper,2011,-0.3371891595195021,2.0,1.0,1.0,3.0,3,2.0,1,1
6145,7,Bronze Copper,2010,-0.2045033147887878,2.0,1.0,1.0,3.0,3,2.0,1,1
6144,7,Bronze Copper,2009,0.1695990592292722,2.0,1.0,1.0,3.0,3,2.0,1,1
6143,7,Bronze Copper,2008,0.0874863163788473,2.0,1.0,1.0,3.0,3,2.0,1,1
6142,7,Bronze Copper,2007,-0.251267834500288,2.0,1.0,1.0,3.0,3,2.0,1,1
6141,7,Bronze Copper,2006,-0.5777771229298125,2.0,1.0,1.0,3.0,3,2.0,1,1
6140,7,Bronze Copper,2005,0.7437809731091976,2.0,1.0,1.0,3.0,3,2.0,1,1
6139,7,Bronze Copper,2004,0.4234980124331027,2.0,1.0,1.0,3.0,3,2.0,1,1
6138,7,Bronze Copper,2003,1.177249977404058,2.0,1.0,1.0,3.0,3,2.0,1,1
6137,7,Bronze Copper,2002,-0.06703344840754855,2.0,1.0,1.0,3.0,3,2.0,1,1
6136,7,Bronze Copper,2001,-0.33389704417388466,2.0,1.0,1.0,3.0,3,2.0,1,1
6150,7,Bronze Copper,2015,0.7382512026771957,2.0,1.0,1.0,3.0,3,2.0,1,1
28101,7,Little Glassy Wing,2004,2.68549444476673,2.0,2.0,2.0,1.0,2,1.4,0,0
24176,7,Hickory Hairstreak,2005,-0.32643502507053757,2.0,1.0,3.0,3.0,1,1.5,0,0
24178,7,Hickory Hairstreak,2007,0.22685729507498387,2.0,1.0,3.0,3.0,1,1.5,0,0
26185,7,Juvenal's Duskywing,2010,1.9840132629506706,2.0,2.0,3.0,2.0,1,2.0,0,0
7802,7,Clouded Sulphur,1997,-0.5975254303303825,2.0,3.0,1.0,3.0,4,2.6,0,1
7803,7,Clouded Sulphur,1998,1.3453671821759605,2.0,3.0,1.0,3.0,4,2.6,0,1
7804,7,Clouded Sulphur,1999,0.48750755399983636,2.0,3.0,1.0,3.0,4,2.6,0,1
7805,7,Clouded Sulphur,2000,-0.7275876183112218,2.0,3.0,1.0,3.0,4,2.6,0,1
7806,7,Clouded Sulphur,2001,1.3934260542506767,2.0,3.0,1.0,3.0,4,2.6,0,1
26186,7,Juvenal's Duskywing,2011,-0.5824490737054224,2.0,2.0,3.0,2.0,1,2.0,0,0
26187,7,Juvenal's Duskywing,2012,0.2570752948510213,2.0,2.0,3.0,2.0,1,2.0,0,0
26188,7,Juvenal's Duskywing,2013,0.5360872206230087,2.0,2.0,3.0,2.0,1,2.0,0,0
26189,7,Juvenal's Duskywing,2014,5.708741796151975,2.0,2.0,3.0,2.0,1,2.0,0,0
26190,7,Juvenal's Duskywing,2015,0.2397558309453509,2.0,2.0,3.0,2.0,1,2.0,0,0
26191,7,Juvenal's Duskywing,2016,-0.9432035493251263,2.0,2.0,3.0,2.0,1,2.0,0,0
7807,7,Clouded Sulphur,2002,-0.39189968156679744,2.0,3.0,1.0,3.0,4,2.6,0,1
7808,7,Clouded Sulphur,2003,0.17343061882537159,2.0,3.0,1.0,3.0,4,2.6,0,1
7809,7,Clouded Sulphur,2004,1.28735790384105,2.0,3.0,1.0,3.0,4,2.6,0,1
7810,7,Clouded Sulphur,2005,-0.7457203111171312,2.0,3.0,1.0,3.0,4,2.6,0,1
7811,7,Clouded Sulphur,2006,0.8039765639533625,2.0,3.0,1.0,3.0,4,2.6,0,1
7812,7,Clouded Sulphur,2007,0.013136294986573427,2.0,3.0,1.0,3.0,4,2.6,0,1
7813,7,Clouded Sulphur,2008,-0.3998660877755692,2.0,3.0,1.0,3.0,4,2.6,0,1
7814,7,Clouded Sulphur,2009,-0.4548381301869835,2.0,3.0,1.0,3.0,4,2.6,0,1
7815,7,Clouded Sulphur,2010,18.1416623926498,2.0,3.0,1.0,3.0,4,2.6,0,1
7816,7,Clouded Sulphur,2011,-0.8163003351519891,2.0,3.0,1.0,3.0,4,2.6,0,1
7817,7,Clouded Sulphur,2012,0.12251764514583496,2.0,3.0,1.0,3.0,4,2.6,0,1
7818,7,Clouded Sulphur,2013,-0.35024033189301007,2.0,3.0,1.0,3.0,4,2.6,0,1
7819,7,Clouded Sulphur,2014,0.44495999177498247,2.0,3.0,1.0,3.0,4,2.6,0,1
7820,7,Clouded Sulphur,2015,-0.24345165048124506,2.0,3.0,1.0,3.0,4,2.6,0,1
7821,7,Clouded Sulphur,2016,1.2390355981739951,2.0,3.0,1.0,3.0,4,2.6,0,1
26828,7,Least Skipper,1997,2.028121473091859,2.0,2.0,2.0,3.0,3,1.2,1,1
26829,7,Least Skipper,1998,-0.780124652890932,2.0,2.0,2.0,3.0,3,1.2,1,1
26184,7,Juvenal's Duskywing,2009,-0.9142510758770617,2.0,2.0,3.0,2.0,1,2.0,0,0
26830,7,Least Skipper,1999,1.3942389111159317,2.0,2.0,2.0,3.0,3,1.2,1,1
26183,7,Juvenal's Duskywing,2008,6.10520091095998,2.0,2.0,3.0,2.0,1,2.0,0,0
26181,7,Juvenal's Duskywing,2006,0.4085289767341387,2.0,2.0,3.0,2.0,1,2.0,0,0
25503,7,Horace's Duskywing,2016,-0.8803173805907456,2.0,2.0,3.0,2.0,3,1.9,0,0
25502,7,Horace's Duskywing,2015,1.3914929163950522,2.0,2.0,3.0,2.0,3,1.9,0,0
25501,7,Horace's Duskywing,2014,-0.33227959382371086,2.0,2.0,3.0,2.0,3,1.9,0,0
25500,7,Horace's Duskywing,2013,4.517420094065157,2.0,2.0,3.0,2.0,3,1.9,0,0
25499,7,Horace's Duskywing,2012,-0.008625567461070127,2.0,2.0,3.0,2.0,3,1.9,0,0
25498,7,Horace's Duskywing,2011,-0.3370308205961229,2.0,2.0,3.0,2.0,3,1.9,0,0
25497,7,Horace's Duskywing,2010,0.27704254371033876,2.0,2.0,3.0,2.0,3,1.9,0,0
25496,7,Horace's Duskywing,2009,0.19242737233874596,2.0,2.0,3.0,2.0,3,1.9,0,0
25495,7,Horace's Duskywing,2008,-0.9335432645163786,2.0,2.0,3.0,2.0,3,1.9,0,0
25494,7,Horace's Duskywing,2007,-0.2978415124464009,2.0,2.0,3.0,2.0,3,1.9,0,0
25493,7,Horace's Duskywing,2006,2.152184465607177,2.0,2.0,3.0,2.0,3,1.9,0,0
25492,7,Horace's Duskywing,2005,-0.5849609864376811,2.0,2.0,3.0,2.0,3,1.9,0,0
25491,7,Horace's Duskywing,2004,11.737446581200505,2.0,2.0,3.0,2.0,3,1.9,0,0
25490,7,Horace's Duskywing,2003,-0.6340417857853062,2.0,2.0,3.0,2.0,3,1.9,0,0
25489,7,Horace's Duskywing,2002,-0.8013826968183748,2.0,2.0,3.0,2.0,3,1.9,0,0
25488,7,Horace's Duskywing,2001,4.0852970057114675,2.0,2.0,3.0,2.0,3,1.9,0,0
25487,7,Horace's Duskywing,2000,-0.5879273112150332,2.0,2.0,3.0,2.0,3,1.9,0,0
25486,7,Horace's Duskywing,1999,-0.8306685755874829,2.0,2.0,3.0,2.0,3,1.9,0,0
25485,7,Horace's Duskywing,1998,1.2077139749565817,2.0,2.0,3.0,2.0,3,1.9,0,0
25484,7,Horace's Duskywing,1997,14.329985065720628,2.0,2.0,3.0,2.0,3,1.9,0,0
26172,7,Juvenal's Duskywing,1997,-0.5655846805049565,2.0,2.0,3.0,2.0,1,2.0,0,0
26173,7,Juvenal's Duskywing,1998,0.39322237151875705,2.0,2.0,3.0,2.0,1,2.0,0,0
26174,7,Juvenal's Duskywing,1999,3.3954697717003777,2.0,2.0,3.0,2.0,1,2.0,0,0
26175,7,Juvenal's Duskywing,2000,0.2324407993341031,2.0,2.0,3.0,2.0,1,2.0,0,0
26176,7,Juvenal's Duskywing,2001,-0.24089779896768404,2.0,2.0,3.0,2.0,1,2.0,0,0
26177,7,Juvenal's Duskywing,2002,-0.7560807423524819,2.0,2.0,3.0,2.0,1,2.0,0,0
26178,7,Juvenal's Duskywing,2003,-0.6374456020817026,2.0,2.0,3.0,2.0,1,2.0,0,0
26179,7,Juvenal's Duskywing,2004,-0.5621853435101088,2.0,2.0,3.0,2.0,1,2.0,0,0
26180,7,Juvenal's Duskywing,2005,-0.21020929228427565,2.0,2.0,3.0,2.0,1,2.0,0,0
26182,7,Juvenal's Duskywing,2007,-0.3758460511517535,2.0,2.0,3.0,2.0,1,2.0,0,0
26831,7,Least Skipper,2000,1.0966149858902532,2.0,2.0,2.0,3.0,3,1.2,1,1
26832,7,Least Skipper,2001,-0.4397384430263348,2.0,2.0,2.0,3.0,3,1.2,1,1
26833,7,Least Skipper,2002,1.2052321933671015,2.0,2.0,2.0,3.0,3,1.2,1,1
6706,7,Cabbage White,2016,0.29719583070469935,1.0,3.0,1.0,3.0,4,2.3,0,1
6705,7,Cabbage White,2015,0.2813544164643236,1.0,3.0,1.0,3.0,4,2.3,0,1
6704,7,Cabbage White,2014,-0.6555841963058521,1.0,3.0,1.0,3.0,4,2.3,0,1
6703,7,Cabbage White,2013,0.11873061514079875,1.0,3.0,1.0,3.0,4,2.3,0,1
6702,7,Cabbage White,2012,0.33577395452822056,1.0,3.0,1.0,3.0,4,2.3,0,1
6701,7,Cabbage White,2011,-0.20176352905398465,1.0,3.0,1.0,3.0,4,2.3,0,1
6700,7,Cabbage White,2010,1.072320489798841,1.0,3.0,1.0,3.0,4,2.3,0,1
6699,7,Cabbage White,2009,-0.6795475152223414,1.0,3.0,1.0,3.0,4,2.3,0,1
6698,7,Cabbage White,2008,0.16405259690318696,1.0,3.0,1.0,3.0,4,2.3,0,1
6697,7,Cabbage White,2007,0.46781021354045516,1.0,3.0,1.0,3.0,4,2.3,0,1
6696,7,Cabbage White,2006,-0.2147066308802198,1.0,3.0,1.0,3.0,4,2.3,0,1
6695,7,Cabbage White,2005,0.32126643618384465,1.0,3.0,1.0,3.0,4,2.3,0,1
6694,7,Cabbage White,2004,-0.4400222042909383,1.0,3.0,1.0,3.0,4,2.3,0,1
6693,7,Cabbage White,2003,0.41411802523704266,1.0,3.0,1.0,3.0,4,2.3,0,1
6692,7,Cabbage White,2002,-0.41921600093708156,1.0,3.0,1.0,3.0,4,2.3,0,1
6691,7,Cabbage White,2001,0.53923733835529,1.0,3.0,1.0,3.0,4,2.3,0,1
6690,7,Cabbage White,2000,-0.5821304710972313,1.0,3.0,1.0,3.0,4,2.3,0,1
6689,7,Cabbage White,1999,2.966219278474018,1.0,3.0,1.0,3.0,4,2.3,0,1
6688,7,Cabbage White,1998,0.38671861755986225,1.0,3.0,1.0,3.0,4,2.3,0,1
6687,7,Cabbage White,1997,-0.4147129029597093,1.0,3.0,1.0,3.0,4,2.3,0,1
24187,7,Hickory Hairstreak,2016,-0.4403133948337066,2.0,1.0,3.0,3.0,1,1.5,0,0
24186,7,Hickory Hairstreak,2015,8.100715568869333,2.0,1.0,3.0,3.0,1,1.5,0,0
24185,7,Hickory Hairstreak,2014,1.2070095009203867,2.0,1.0,3.0,3.0,1,1.5,0,0
24184,7,Hickory Hairstreak,2013,-0.29541309268277505,2.0,1.0,3.0,3.0,1,1.5,0,0
24183,7,Hickory Hairstreak,2012,0.22264015778985202,2.0,1.0,3.0,3.0,1,1.5,0,0
24182,7,Hickory Hairstreak,2011,-0.38837786458558665,2.0,1.0,3.0,3.0,1,1.5,0,0
24181,7,Hickory Hairstreak,2010,0.08245442251486201,2.0,1.0,3.0,3.0,1,1.5,0,0
24180,7,Hickory Hairstreak,2009,-0.032668813282057396,2.0,1.0,3.0,3.0,1,1.5,0,0
24179,7,Hickory Hairstreak,2008,-0.11365680882099927,2.0,1.0,3.0,3.0,1,1.5,0,0
24706,7,Hobomok Skipper,1997,1.100468417200569,2.0,2.0,2.0,3.0,2,1.7,0,0
24707,7,Hobomok Skipper,1998,0.39939537595549357,2.0,2.0,2.0,3.0,2,1.7,0,0
24708,7,Hobomok Skipper,1999,-0.388186603879321,2.0,2.0,2.0,3.0,2,1.7,0,0
24709,7,Hobomok Skipper,2000,1.1512518555547877,2.0,2.0,2.0,3.0,2,1.7,0,0
26834,7,Least Skipper,2003,-0.02396723243094101,2.0,2.0,2.0,3.0,3,1.2,1,1
26835,7,Least Skipper,2004,2.1077082741124045,2.0,2.0,2.0,3.0,3,1.2,1,1
26836,7,Least Skipper,2005,-0.1988447277179951,2.0,2.0,2.0,3.0,3,1.2,1,1
26837,7,Least Skipper,2006,-0.5064888625239184,2.0,2.0,2.0,3.0,3,1.2,1,1
26838,7,Least Skipper,2007,0.6572946174628815,2.0,2.0,2.0,3.0,3,1.2,1,1
26839,7,Least Skipper,2008,-0.5206077070732185,2.0,2.0,2.0,3.0,3,1.2,1,1
26840,7,Least Skipper,2009,-0.9251293985995737,2.0,2.0,2.0,3.0,3,1.2,1,1
26841,7,Least Skipper,2010,5.33979055154373,2.0,2.0,2.0,3.0,3,1.2,1,1
26842,7,Least Skipper,2011,-0.19383495986515908,2.0,2.0,2.0,3.0,3,1.2,1,1
26843,7,Least Skipper,2012,0.2931011412733242,2.0,2.0,2.0,3.0,3,1.2,1,1
26844,7,Least Skipper,2013,-0.5138762354756136,2.0,2.0,2.0,3.0,3,1.2,1,1
26845,7,Least Skipper,2014,0.09212106097683637,2.0,2.0,2.0,3.0,3,1.2,1,1
26846,7,Least Skipper,2015,2.1780225303423673,2.0,2.0,2.0,3.0,3,1.2,1,1
26847,7,Least Skipper,2016,0.45741485900216383,2.0,2.0,2.0,3.0,3,1.2,1,1
24177,7,Hickory Hairstreak,2006,0.22310848790740168,2.0,1.0,3.0,3.0,1,1.5,0,0
24725,7,Hobomok Skipper,2016,0.9333650965069222,2.0,2.0,2.0,3.0,2,1.7,0,0
24723,7,Hobomok Skipper,2014,0.5166193151106759,2.0,2.0,2.0,3.0,2,1.7,0,0
24722,7,Hobomok Skipper,2013,-0.8680025512231972,2.0,2.0,2.0,3.0,2,1.7,0,0
24721,7,Hobomok Skipper,2012,13.024647459805559,2.0,2.0,2.0,3.0,2,1.7,0,0
24720,7,Hobomok Skipper,2011,-0.875799052756513,2.0,2.0,2.0,3.0,2,1.7,0,0
24719,7,Hobomok Skipper,2010,-0.05885999553158938,2.0,2.0,2.0,3.0,2,1.7,0,0
24718,7,Hobomok Skipper,2009,6.260306162349387,2.0,2.0,2.0,3.0,2,1.7,0,0
24717,7,Hobomok Skipper,2008,-0.7810202206048228,2.0,2.0,2.0,3.0,2,1.7,0,0
24716,7,Hobomok Skipper,2007,9.355315859316322,2.0,2.0,2.0,3.0,2,1.7,0,0
24715,7,Hobomok Skipper,2006,-0.939008105020674,2.0,2.0,2.0,3.0,2,1.7,0,0
24714,7,Hobomok Skipper,2005,1.2506213752986142,2.0,2.0,2.0,3.0,2,1.7,0,0
24713,7,Hobomok Skipper,2004,0.2123176707823229,2.0,2.0,2.0,3.0,2,1.7,0,0
24712,7,Hobomok Skipper,2003,3.9919735461961032,2.0,2.0,2.0,3.0,2,1.7,0,0
24711,7,Hobomok Skipper,2002,-0.9724743484597029,2.0,2.0,2.0,3.0,2,1.7,0,0
24710,7,Hobomok Skipper,2001,-0.28867831906677865,2.0,2.0,2.0,3.0,2,1.7,0,0
24724,7,Hobomok Skipper,2015,0.17214088595841592,2.0,2.0,2.0,3.0,2,1.7,0,0
28102,7,Little Glassy Wing,2005,-0.4391282056067014,2.0,2.0,2.0,1.0,2,1.4,0,0
28103,7,Little Glassy Wing,2006,-0.2752947184355188,2.0,2.0,2.0,1.0,2,1.4,0,0
28104,7,Little Glassy Wing,2007,0.21668315865484344,2.0,2.0,2.0,1.0,2,1.4,0,0
21281,7,Gray Hairstreak,2003,-0.28847454337139367,2.0,3.0,1.0,4.0,3,1.5,0,0
21280,7,Gray Hairstreak,2002,-0.8672227396372421,2.0,3.0,1.0,4.0,3,1.5,0,0
21279,7,Gray Hairstreak,2001,-0.13019636041321714,2.0,3.0,1.0,4.0,3,1.5,0,0
21278,7,Gray Hairstreak,2000,-0.41183732978021825,2.0,3.0,1.0,4.0,3,1.5,0,0
21277,7,Gray Hairstreak,1999,4.344952797551205,2.0,3.0,1.0,4.0,3,1.5,0,0
21276,7,Gray Hairstreak,1998,8.153495619430474,2.0,3.0,1.0,4.0,3,1.5,0,0
21275,7,Gray Hairstreak,1997,-0.23484288156567013,2.0,3.0,1.0,4.0,3,1.5,0,0
41740,7,Red Admiral,2016,-0.9268797417129779,0.0,0.0,1.0,3.0,3,3.2,0,1
41739,7,Red Admiral,2015,3.3587971486598542,0.0,0.0,1.0,3.0,3,3.2,0,1
41738,7,Red Admiral,2014,14.200836798571615,0.0,0.0,1.0,3.0,3,3.2,0,1
41737,7,Red Admiral,2013,-0.9966232482074872,0.0,0.0,1.0,3.0,3,3.2,0,1
